GLN;DESCR1;DESCR2;ROLE/0/TYPE;ROLE/0/STREET;ROLE/0/STRNO;ROLE/0/ZIP;ROLE/0/CITY;ROLE/0/CTN;ROLE/0/CNTRY;Adresse;Y;X;lon;lat
7601001378995;Gesundheitsamt Kanton Schaffhausen;;PubHea;Mühlentalstrasse;105;8200;Schaffhausen;SH;CH;Mühlentalstrasse 105 Schaffhausen;689393.6875;284440.5625;8.629680633544922;47.7044677734375
7601001379008;Gesundheitsamt GR;e-health project;PubHea;Planaterrastrasse;16;7001;Chur;GR;CH;Planaterrastrasse 16 Chur;759862.125;190901.71875;9.534918785095215;46.850032806396484
7601001379015;Departement Gesundheit AR;e-health project;PubHea;Kasernenstrasse;17;9102;Herisau;AR;CH;Kasernenstrasse 17 Herisau;739204.375;250030.59375;9.282356262207031;47.386383056640625
7601001379022;Dep. Finanzen & Soziales TG, Kantonsärztl. Dienst;e-health project;PubHea;Zürcherstrasse;194A;8510;Frauenfeld;TG;CH;Zürcherstrasse 194A Frauenfeld;709951.0;268451.375;8.899550437927246;47.55756378173828
7601001379039;Associazione e-Health Ticino;e-health project;Assoc;via Dogana;16;6501;Bellinzona;TI;CH;via Dogana 16 Bellinzona;722130.0;116701.0;9.020669937133789;46.1906852722168
7601001379046;Theramed AG;Therapie- und Medizintechnik;HeaTec;Sagihof;7;6043;Adligenswil;LU;CH;Sagihof 7 Adligenswil;671211.0625;213648.5625;8.376176834106445;47.070030212402344
7601001379053;Vital Drogerie;Müller Reformhaus Vital Shop AG;DruSto;Rennweg;15;8001;Zürich;ZH;CH;Rennweg 15 Zürich;683153.125;247456.0;8.539628982543945;47.3726921081543
7601002127929;Walliser Alpentherme & Spa Leukerbad;;ONursOrg;Dorfplatz;1;3954;Leukerbad;VS;CH;Dorfplatz 1 Leukerbad;614700.375;136405.984375;7.629707336425781;46.37886428833008
7601002127936;Spitex Humanum plus 24;;Spitex;Fröhlichstrasse;55;5200;Brugg AG;AG;CH;Fröhlichstrasse 55 Brugg AG;657884.75;258984.125;8.206581115722656;47.47908020019531
7601002127943;Ergotherapie für Kinder und Jugendliche GmbH;;SpecPra;Rütistrasse;18;5400;Baden;AG;CH;Rütistrasse 18 Baden;665245.3125;258547.59375;8.304161071777344;47.474464416503906
7601002127950;Hôtel des bains Wellness & Vintage;Salina Maris, Kurort Breiten, Dr. F. Schmid-Naef;ONursOrg;Breiten;1;3983;Mörel;VS;CH;Breiten 1 Mörel;646819.1875;134394.296875;8.046963691711426;46.35929489135742
7601001379077;Oped AG;;HeaTec;Hinterbergstrasse;26;6312;Steinhausen;ZG;CH;Hinterbergstrasse 26 Steinhausen;678862.1875;226744.734375;8.4791841506958;47.18695068359375
7601002127974;Zentrum Im Hof;;NursHom;Im Hof;15;8606;Greifensee;ZH;CH;Im Hof 15 Greifensee;693803.375;246729.8125;8.680469512939453;47.3647346496582
7601002127998;Alters-und Plegeheim Lueg is Land AG;;NursHom;Oberzälgli;12;3273;Kappelen;BE;CH;Oberzälgli 12 Kappelen;586723.8125;211748.625;7.263891220092773;47.05663299560547
7601002128001;"Alters- und Pflegeheim ""Lueg is Land"" AG";;NursHom;Solothurnstrasse;6;3296;Arch;BE;CH;Solothurnstrasse 6 Arch;599303.125;224103.53125;7.429440975189209;47.16789627075195
7601001379091;Sun Store Thônex;GaleniCare SA;Pharm;rue de Genève;106;1226;Thônex;GE;CH;rue de Genève 106 Thônex;504512.0;116473.1171875;6.2017107009887695;46.19293212890625
7601001379114;Westside Apotheke AG;;Pharm;Gilberte-de-Courgenay-Platz;4;3027;Bern;BE;CH;Gilberte-de-Courgenay-Platz 4 Bern;595107.5625;199260.171875;7.374373912811279;46.94440841674805
7601002128018;mediX notfallpraxis;diepraxen Stauffacher AG;GrpPra;Badenerstrasse;41;8004;Zürich;ZH;CH;Badenerstrasse 41 Zürich;682337.3125;247503.828125;8.528836250305176;47.373226165771484
7601002520966;Adent Cliniques Dentaires Groupe SA;Adent Clinique Dentaire Ecublens;DentGrpPra;chemin du Croset;7;1024;Ecublens VD;VD;CH;chemin du Croset 7 Ecublens VD;532981.8125;154078.765625;6.565033435821533;46.53464126586914
7601002128025;Rive Droite SA - Centre d'Imagerie;;GrpPra;rue de Chantepoulet;5;1201;Genève;GE;CH;rue de Chantepoulet 5 Genève;500155.96875;118213.4140625;6.144922256469727;46.207950592041016
7601001379121;Pill Apoteca & Drogaria Marcau;Pill Graubünden GmbH;Pharm;Bahnhofstrasse;30;7130;Ilanz;GR;CH;Bahnhofstrasse 30 Ilanz;735094.3125;181912.359375;9.207598686218262;46.774681091308594
7612096835645;Manor AG - Biel;Sanovit;HeaProd;Zentralstrasse;40;2502;Biel/Bienne;BE;CH;Zentralstrasse 40 Biel/Bienne;585393.625;220719.609375;7.246092796325684;47.137298583984375
7612096835669;Manor AG - Biel;Rayon:18-Sanovit - Lieferort;SerFirm;Zentralstrasse;40;2502;Biel/Bienne;BE;CH;Zentralstrasse 40 Biel/Bienne;585393.625;220719.609375;7.246092796325684;47.137298583984375
7612471000002;Publicare AG;;HeaTec;Vorderi Böde;9;5452;Oberrohrdorf;AG;CH;Vorderi Böde 9 Oberrohrdorf;665704.875;253108.953125;8.309456825256348;47.425506591796875
7601002128032;Orthopädie am See AG;;GrpPra;Löwenstrasse;16;8280;Kreuzlingen;TG;CH;Löwenstrasse 16 Kreuzlingen;730197.8125;278901.6875;9.171554565429688;47.647823333740234
7601001379145;Drogerie Jud am Morgental;Dora Okonkwo Valeria;DruSto;Albisstrasse;48;8038;Zürich;ZH;CH;Albisstrasse 48 Zürich;682465.5625;244200.046875;8.529926300048828;47.34349822998047
7640133680002;Celgene International Sàrl;;Indus;route de Perreux;1;2017;Boudry;NE;CH;route de Perreux 1 Boudry;553456.3125;199223.640625;6.827316761016846;46.942466735839844
7601002533195;Clinident-Clinique Dentaire de la Servette;;DentGrpPra;avenue Wendt;60;1203;Genève;GE;CH;avenue Wendt 60 Genève;498975.09375;118822.9375;6.129492282867432;46.2132568359375
7601001391567;Octopharm;Bacca Marcel-Jacques;SerFirm;place du Centre;3;1860;Aigle;VD;CH;place du Centre 3 Aigle;563824.25;129764.1328125;6.968960762023926;46.318302154541016
7601002128056;Maxi-Pflege GmbH;;Spitex;Limmattalstrasse;206;8049;Zürich;ZH;CH;Limmattalstrasse 206 Zürich;679939.1875;250690.546875;8.497657775878906;47.40217971801758
7601002128063;Maxi-Pflege GmbH;;Spitex;Leginglenstrasse;7;7320;Sargans;SG;CH;Leginglenstrasse 7 Sargans;751398.0;213219.0;9.43140697479248;47.052696228027344
7601002128070;Betreuungs- und Pflegedienst Michelsamt GmbH;;Spitex;Kirchweg;4;6221;Rickenbach LU;LU;CH;Kirchweg 4 Rickenbach LU;654199.4375;230159.671875;8.154203414916992;47.220149993896484
7601001379169;Vital Drogerie;Müller Reformhaus Vital Shop AG;DruSto;Gilberte-de-Courgenay-Platz;4;3027;Bern;BE;CH;Gilberte-de-Courgenay-Platz 4 Bern;595107.5625;199260.171875;7.374373912811279;46.94440841674805
7601001379176;PP Pharmacie Principale SA;Officine Vésenaz Manor;Pharm;route de Thonon;40;1222;Vésenaz;GE;CH;route de Thonon 40 Vésenaz;504190.625;121530.015625;6.19650936126709;46.23836898803711
7601001379183;Drogerie Kandersteg;Holenweg Daniel;DruSto;Bahnhofstrasse;6;3718;Kandersteg;BE;CH;Bahnhofstrasse 6 Kandersteg;618012.6875;149325.578125;7.673261642456055;46.49500274658203
7601001379190;Amavita Apotheke & Drogerie Brugg;GaleniCare AG;Pharm;Neumarktplatz;16;5200;Brugg AG;AG;CH;Neumarktplatz 16 Brugg AG;658020.8125;259350.96875;8.208434104919434;47.48236846923828
7601002128100;HämostaseThromboseZentrum Zürich;Haemoclot AG;Lab;Weinbergstrasse;157;8006;Zürich;ZH;CH;Weinbergstrasse 157 Zürich;683108.75;249441.5625;8.539409637451172;47.39055633544922
7601001379206;SWM SENECTOVIA Wundmanagement GmbH;;Whole;Schönenwerdstrasse;7;8902;Urdorf;ZH;CH;Schönenwerdstrasse 7 Urdorf;674583.6875;249533.953125;8.42652416229248;47.39240646362305
7601001379213;APODRO Apotheke Greifensee;APOSEE AG;Pharm;Zentrum Meierwis;1;8606;Greifensee;ZH;CH;Zentrum Meierwis 1 Greifensee;693726.25;247048.9375;8.67951488494873;47.36761474609375
7601002128117;Tertianum AG;Tertianum Schibistei;NursHom;Schibistei;4;3615;Heimenschwand;BE;CH;Schibistei 4 Heimenschwand;620279.625;186388.890625;7.704424858093262;46.828338623046875
7601002128124;Private Spitex sanateam GmbH;;Spitex;Stauffacherstrasse;36;8200;Schaffhausen;SH;CH;Stauffacherstrasse 36 Schaffhausen;691017.375;283923.875;8.651204109191895;47.6995964050293
7601002128162;Senioviva AG;Senioviva Pflegeinstitution in Neu-Affoltern;NursHom;Hürststrasse;56;8046;Zürich;ZH;CH;Hürststrasse 56 Zürich;682177.5;252081.0625;8.527562141418457;47.41440963745117
7601001379220;Sun Store Blonay;GaleniCare SA;Pharm;route du Village;37;1807;Blonay;VD;CH;route du Village 37 Blonay;558269.25;146146.59375;6.895367622375488;46.4653434753418
7601001379237;Sun Store Lausanne Grand-Pont;GaleniCare SA;Pharm;rue du Grand-Pont;18;1003;Lausanne;VD;CH;rue du Grand-Pont 18 Lausanne;537947.625;152612.9375;6.6299567222595215;46.521934509277344
7601001379244;Sun Store Sion Gare CFF;GaleniCare SA;Pharm;place de la Gare;1;1950;Sion;VS;CH;place de la Gare 1 Sion;593908.5625;119569.9609375;7.359683990478516;46.22754669189453
7601002128179;Mob San Hist;;ONursOrg;Waldeggstrasse;10;6430;Schwyz;SZ;CH;Waldeggstrasse 10 Schwyz;692828.25;207930.078125;8.659566879272461;47.01592254638672
7601002732468;Rettungsdienst Winterthur;Kantonsspital Winterthur - KSW;EmergServ;Brauerstrasse;15;8400;Winterthur;ZH;CH;Brauerstrasse 15 Winterthur;697193.25;262598.78125;8.72879409790039;47.50695037841797
7601002128186;Spitex AareBielersee;;Spitex;Ipsachstrasse;10;2560;Nidau;BE;CH;Ipsachstrasse 10 Nidau;585061.0;218697.375;7.241775035858154;47.11909866333008
7601002128193;Centre médical du Lignon SA;;GrpPra;place du Lignon;2;1219;Le Lignon;GE;CH;place du Lignon 2 Le Lignon;496489.65625;117875.3046875;6.097498416900635;46.2043571472168
7601001379275;Amavita Apotheke Drachencenter;GaleniCare AG;Pharm;Aeschenvorstadt;24;4051;Basel;BS;CH;Aeschenvorstadt 24 Basel;611607.875;266912.3125;7.59283971786499;47.55282974243164
7601001379282;Détraz Martial;Pharmacie de Miremont - Export;Whole;Avenue de Champel;59;1206;Genève;GE;CH;Avenue de Champel 59 Genève;500718.875;116325.9453125;6.152616024017334;46.19105911254883
7601001379305;ProTec Medical Sàrl;;HeaTec;rue François-Bellot;3;1206;Genève;GE;CH;rue François-Bellot 3 Genève;500649.65625;117103.453125;6.151554107666016;46.19804000854492
7601001394551;Pharmashop Sàrl;;SerFirm;chemin du Joran;9;1223;Cologny;GE;CH;chemin du Joran 9 Cologny;503902.84375;121331.5;6.192820072174072;46.236541748046875
7601002128209;Altersheim Krankenhausweg;;NursHom;Krankenhausweg;6;3110;Münsingen;BE;CH;Krankenhausweg 6 Münsingen;609780.5625;191448.640625;7.566929340362549;46.874088287353516
7601001379312;Sun Store Le Locle;GaleniCare SA;Pharm;rue Bournot;35;2400;Le Locle;NE;CH;rue Bournot 35 Le Locle;547483.0625;211917.765625;6.747393608093262;47.05620193481445
7601002128216;labor badena ag;;Lab;Bahnhofplatz;1;5400;Baden;AG;CH;Bahnhofplatz 1 Baden;665580.125;258732.953125;8.308629035949707;47.476097106933594
7601002128223;Laboratoire HCI;;Lab;route des Acacias;6;1227;Les Acacias;GE;CH;route des Acacias 6 Les Acacias;499592.0625;116489.7421875;6.1379876136779785;46.19236373901367
7601002128230;Bactolab SA;Laboratoire d'analyses médicales;Lab;avenue des Bains;6;1007;Lausanne;VD;CH;avenue des Bains 6 Lausanne;537005.625;151703.953125;6.617805004119873;46.513668060302734
7601002128247;Medizinische Laboratorien Dr. Toggweiler AG;;Lab;Hertistrasse;1;8304;Wallisellen;ZH;CH;Hertistrasse 1 Wallisellen;686524.5;252053.046875;8.585150718688965;47.41360092163086
7601002128254;Laboratorium Hormony;Prof. Dr. med. J. Girard;Lab;Aeschenvorstadt;57;4051;Basel;BS;CH;Aeschenvorstadt 57 Basel;611688.0;266843.90625;7.593901634216309;47.552215576171875
7601001379428;Institut Straumann AG;;Indus;Peter Merian-Weg;12;4052;Basel;BS;CH;Peter Merian-Weg 12 Basel;611891.75;266090.375;7.596588611602783;47.545433044433594
7601002128810;Medbase Heerbrugg;santémed Gesundheitszentren AG;GrpPra;Aechelistrasse;6;9435;Heerbrugg;SG;CH;Aechelistrasse 6 Heerbrugg;765177.9375;253314.046875;9.627410888671875;47.40990447998047
7601002128315;HTHC High Tech Home Care AG;;Spitex;Buonaserstrasse;30;6343;Rotkreuz;ZG;CH;Buonaserstrasse 30 Rotkreuz;675717.875;221541.875;8.436826705932617;47.14052200317383
7601002128322;Urban Medispa du Flon Sàrl;;ONursOrg;Voie du Chariot;4;1003;Lausanne;VD;CH;Voie du Chariot 4 Lausanne;537915.0;152502.203125;6.629546165466309;46.52093505859375
7601001379435;pharmacieplus du flon SA;;Pharm;voie du Chariot;6;1003;Lausanne;VD;CH;voie du Chariot 6 Lausanne;537885.75;152510.84375;6.629164218902588;46.52101135253906
7601001379442;Amavita Apotheke Zug;GaleniCare AG;Pharm;Bundesplatz;10;6300;Zug;ZG;CH;Bundesplatz 10 Zug;681624.5;225076.015625;8.515323638916016;47.171607971191406
7601002128339;Core Lab SA in liquidazione;;Lab;via S. Damiano;9;6850;Mendrisio;TI;CH;via S. Damiano 9 Mendrisio;720275.0;81095.0;8.987537384033203;45.870784759521484
7601001379473;Pelikan-Apotheke;Huber Marianne;Pharm;Pelikanstrasse;19;8001;Zürich;ZH;CH;Pelikanstrasse 19 Zürich;682930.1875;247323.859375;8.536652565002441;47.37153244018555
7601001379480;ALWER Pharma AG;;Whole;Hardstrasse;111;4127;Birsfelden;BL;CH;Hardstrasse 111 Birsfelden;615278.25;266785.9375;7.641596794128418;47.55162048339844
7601003156683;Compact Grundversicherungen AG;;HeaIns;Jägergasse;3;8004;Zürich;ZH;CH;Jägergasse 3 Zürich;682562.3125;247982.234375;8.531904220581055;47.37750244140625
7601001379497;Pharmacie Biopôle;Pharmacies BENU SA;Pharm;chemin de la Corniche;2;1066;Epalinges;VD;CH;chemin de la Corniche 2 Epalinges;540390.4375;154931.890625;6.661489963531494;46.54301452636719
7601002128353;TransMedical GmbH;;EmergServ;Wolleraustrasse;41a;8807;Freienbach;SZ;CH;Wolleraustrasse 41a Freienbach;699768.5;228774.5;8.7554349899292;47.2023811340332
7601002128377;Institut Suisse des Vitamines;;Inst;route de la Corniche;1;1066;Epalinges;VD;CH;route de la Corniche 1 Epalinges;540426.4375;154922.859375;6.661960124969482;46.542938232421875
7601002128384;Private Care AG;;Spitex;Bäderstrasse;27a;5401;Baden;AG;CH;Bäderstrasse 27a Baden;665881.9375;259244.453125;8.312708854675293;47.48066711425781
7601002128391;Labor Dr. Rüegg;Rüegg Christian;Lab;Spisergasse;41;9000;St. Gallen;SG;CH;Spisergasse 41 St. Gallen;746389.4375;254446.484375;9.378927230834961;47.424530029296875
7601002128414;Stiftung Alterszentrum Sophie Guyer;;NursHom;Zelglistrasse;7;8330;Pfäffikon ZH;ZH;CH;Zelglistrasse 7 Pfäffikon ZH;701681.125;247231.625;8.7848539352417;47.36807632446289
7601001379510;Coop Vitality Apotheke Dietlikon;Coop Vitality AG;Pharm;Industriestrasse;28;8305;Dietlikon;ZH;CH;Industriestrasse 28 Dietlikon;689030.5625;252006.953125;8.618343353271484;47.4128532409668
7601001379527;Coop Vitality Farmacia Canobbio;Coop Vitality SA;Pharm;via Sonvico;5;6952;Canobbio;TI;CH;via Sonvico 5 Canobbio;718375.5;98584.4765625;8.967472076416016;46.028419494628906
7601002128421;Analab SA;Laboratoire d'analyses médicales;Lab;rue du Jura;1;1201;Genève;GE;CH;rue du Jura 1 Genève;499663.34375;118317.8203125;6.138518333435059;46.20881652832031
7601002128438;Spital Einsiedeln;Rettungsdienst Einsiedeln;EmergServ;Spitalstrasse;28;8840;Einsiedeln;SZ;CH;Spitalstrasse 28 Einsiedeln;698658.125;220786.8125;8.739034652709961;47.13071060180664
7601002128445;Adullam-Stiftung Basel;Spitexdienste;Spitex;Mittlere Strasse;15;4056;Basel;BS;CH;Mittlere Strasse 15 Basel;610614.3125;267729.1875;7.579659461975098;47.56019592285156
7601002128452;Spital Lachen AG;Rettungsdienst Spital Lachen;Hosp;Oberdorfstrasse;41;8853;Lachen SZ;SZ;CH;Oberdorfstrasse 41 Lachen SZ;707650.875;227415.078125;8.859123229980469;47.18891906738281
7601002128469;Senevita AG;Direktion;SerFirm;Worbstrasse;46;3074;Muri b. Bern;BE;CH;Worbstrasse 46 Muri b. Bern;603491.8125;198356.078125;7.484489917755127;46.93628692626953
7601002128483;Thunersee Spitex M. Berblinger;;Spitex;Allmigässli;43;3703;Aeschiried;BE;CH;Allmigässli 43 Aeschiried;622198.875;165964.5625;7.72859001159668;46.64455032348633
7601002128490;Endospine AG;;Inst;Alte Steinhauserstrasse;21;6330;Cham;ZG;CH;Alte Steinhauserstrasse 21 Cham;678500.9375;226939.484375;8.474452018737793;47.188743591308594
7601001379541;Apotheke in Gossau;Meier-Uffer Claudia;Pharm;St. Gallerstrasse;90;9200;Gossau SG;SG;CH;St. Gallerstrasse 90 Gossau SG;736955.9375;253346.109375;9.2536039352417;47.41666793823242
7601002128520;Puzzle Consulting Sàrl;Centre d'ergothérapie;ONursOrg;rue de Vevey;178;1630;Bulle;FR;CH;rue de Vevey 178 Bulle;569822.375;162604.625;7.0446882247924805;46.614013671875
7601002128544;CPSE Alexandra Sàrl;Centre Paramédical;ONursOrg;avenue des Alpes;17;1820;Montreux;VD;CH;avenue des Alpes 17 Montreux;559442.5;142560.359375;6.910956382751465;46.43315887451172
7601001379558;Flautre Benoît;Centaure Trading Int.;Whole;chemin des Truits;31;1867;Ollon VD;VD;CH;chemin des Truits 31 Ollon VD;565284.8125;127666.4453125;6.98807954788208;46.29950714111328
7601002128551;Spitalregion Rheintal Werdenberg Sarganserland;Patientenadministration;Hosp;Alte Landstrasse;106;9445;Rebstein;SG;CH;Alte Landstrasse 106 Rebstein;761599.0;251792.0;9.579461097717285;47.3971061706543
7601002128568;Stiftung Alterszentrum Wimmis;Alterszentrum Bachtele;NursHom;Oberdorfstrasse;6;3752;Wimmis;BE;CH;Oberdorfstrasse 6 Wimmis;615192.375;169223.0625;7.637180805206299;46.6740608215332
7601001379572;Minerva Apotheke;Schaller Apotheken AG;Pharm;Forchstrasse;106;8032;Zürich;ZH;CH;Forchstrasse 106 Zürich;684798.4375;246226.296875;8.561177253723145;47.36142349243164
7601001379589;Bahnhof Apotheke;Schaller Apotheken AG;Pharm;Bahnhofstrasse;1;8802;Kilchberg ZH;ZH;CH;Bahnhofstrasse 1 Kilchberg ZH;683896.125;242074.21875;8.548456192016602;47.32419967651367
7601001379619;Farmacia Amavita Centro Breggia;GaleniCare SA;Pharm;via San Gottardo;56a;6828;Balerna;TI;CH;via San Gottardo 56a Balerna;722233.3125;78502.703125;9.012079238891602;45.84711837768555
7601001379626;The Medicines Company (Schweiz) GmbH;;Indus;Europaallee;41;8004;Zürich;ZH;CH;Europaallee 41 Zürich;682568.8125;248126.203125;8.53201675415039;47.3787956237793
7601002128575;LOX Genossenschaft;;HeaTec;Chutzenstrasse;10;3007;Bern;BE;CH;Chutzenstrasse 10 Bern;599260.5625;198503.46875;7.428922653198242;46.9376220703125
7601002128582;Schutz & Rettung Zürich;Standort Neumühlequai;EmergServ;Neumühlequai;;8006;Zürich;ZH;CH;Neumühlequai  Zürich;683429.875;247988.953125;8.543392181396484;47.3774528503418
7601002128599;Schutz & Rettung Zürich;Standort Triemlispital;EmergServ;Paul Clairmont-Strasse;8;8063;Zürich;ZH;CH;Paul Clairmont-Strasse 8 Zürich;679967.8125;246865.484375;8.497352600097656;47.36777877807617
7601001405639;PharmaContext GmbH;;SerFirm;Haldenstrasse;5;6340;Baar;ZG;CH;Haldenstrasse 5 Baar;683362.5625;227826.15625;8.538756370544434;47.19612503051758
7601002128612;Tertianum AG;Tertianum Le Pacific;NursHom;route Suisse;6A;1163;Etoy;VD;CH;route Suisse 6A Etoy;521415.0;147383.53125;6.415411472320557;46.4731559753418
7601002128636;Alters- und Pflegeheim Brienz EGW;;NursHom;Hauptstrasse;256;3855;Brienz BE;BE;CH;Hauptstrasse 256 Brienz BE;646871.25;177777.71875;8.05205249786377;46.749542236328125
7601002128643;Fondation Ressource;La Cloche;ONursOrg;Vy Saulnier;6;2115;Buttes;NE;CH;Vy Saulnier 6 Buttes;532295.125;193385.234375;6.55027437210083;46.888126373291016
7601001379640;Müller Handels AG Schweiz;Filiale 5144, Staufen (Lenzburg);DruSto;Aarauerstrasse;21;5603;Staufen;AG;CH;Aarauerstrasse 21 Staufen;655175.9375;248716.0625;8.169376373291016;47.386966705322266
7601003169867;Migrationsdienst des Kantons Bern;Dienststelle Krankenversicherung;HeaIns;Eigerstrasse;73;3011;Bern;BE;CH;Eigerstrasse 73 Bern;600114.875;198759.21875;7.4401421546936035;46.93992233276367
7601002128674;Alters- und Pflegeheim Bellevue;;NursHom;Rebhaldenstrasse;13;9320;Arbon;TG;CH;Rebhaldenstrasse 13 Arbon;750117.5;264473.1875;9.431695938110352;47.51383972167969
7601002128681;Schweizerisches Rotes Kreuz - SRK;SRK Kanton Zürich;ONursOrg;Drahtzugstrasse;18;8008;Zürich;ZH;CH;Drahtzugstrasse 18 Zürich;684768.625;246164.171875;8.560770988464355;47.360870361328125
7601002128698;Betagtenheim Halden;;NursHom;Oberhaldenstrasse;23;9016;St. Gallen;SG;CH;Oberhaldenstrasse 23 St. Gallen;748903.75;255748.953125;9.412673950195312;47.43567657470703
7601002131209;OPALINUS;Wohnen und Arbeiten;NursHom;Fabrikweg;20;4460;Gelterkinden;BL;CH;Fabrikweg 20 Gelterkinden;631840.0;257385.375;7.860941410064697;47.46648025512695
7601001379664;ALIPHARMA SA, Montevideo;Lugano Branch;Whole;via della Posta;4;6900;Lugano;TI;CH;via della Posta 4 Lugano;717301.5625;95922.2421875;8.952940940856934;46.004661560058594
7601001379688;Pharmacie de Crans-Céligny SA;;Pharm;rue des Artisans;7;1299;Crans-près-Céligny;VD;CH;rue des Artisans 7 Crans-près-Céligny;504988.1875;134697.078125;6.204157829284668;46.35691833496094
7601001379695;Hirzbrunnen-Apotheke AG;;Pharm;Schwarzwaldallee;173;4058;Basel;BS;CH;Schwarzwaldallee 173 Basel;612685.5;268376.96875;7.607197284698486;47.565982818603516
7601001379701;Müller Handels AG Schweiz;Filiale 5138, Dietikon;DruSto;Zürcherstrasse;55;8953;Dietikon;ZH;CH;Zürcherstrasse 55 Dietikon;673016.75;250690.46875;8.405961036682129;47.402984619140625
7601001379718;Müller Handels AG Schweiz;Filiale 5145, Landquart;DruSto;Schulstrasse;88;7302;Landquart;GR;CH;Schulstrasse 88 Landquart;761854.25;202742.15625;9.565235137939453;46.95602035522461
7601001379725;Müller Handels AG Schweiz;Filiale 5136, Winterthur Zürcherstrasse;DruSto;Zürcherstrasse;51;8406;Winterthur;ZH;CH;Zürcherstrasse 51 Winterthur;695991.5;261251.703125;8.712553977966309;47.49501037597656
7601002128704;Alterszentren GAG Stapfenmatt;Genossenschaft für Altersbetreuung und Pflege Gäu;NursHom;Berggäustrasse;16;4626;Niederbuchsiten;SO;CH;Berggäustrasse 16 Niederbuchsiten;625148.6875;238687.421875;7.771142482757568;47.2985954284668
7601002128711;Alterszentren GAG Roggenpark;Genossenschaft für Altersbetreuung und Pflege Gäu;NursHom;Sternenweg;4;4702;Oensingen;SO;CH;Sternenweg 4 Oensingen;621097.0;237690.90625;7.717525005340576;47.28977584838867
7601002128735;Moravac Silvana & Kuen Mariana;Spitex Plus;Spitex;Frauentalweg;6;8045;Zürich;ZH;CH;Frauentalweg 6 Zürich;681155.875;245526.65625;8.512837409973145;47.3555908203125
7601001379749;Drogerie Pfleiderer Uster GmbH;;DruSto;Oberlandstrasse;100;8610;Uster;ZH;CH;Oberlandstrasse 100 Uster;696758.0625;245354.34375;8.719281196594238;47.35193634033203
7601002128742;Chinamed Pfäffikon;;ONursOrg;Schindellegistrasse;3;8808;Pfäffikon SZ;SZ;CH;Schindellegistrasse 3 Pfäffikon SZ;701420.625;228593.453125;8.77719497680664;47.20050048828125
7601002128759;Spitex Regio Liestal;;Spitex;Rheinstrasse;3;4410;Liestal;BL;CH;Rheinstrasse 3 Liestal;622206.5;259453.28125;7.73327112197876;47.4854736328125
7601002128766;Thurgauische Krebsliga;;ONursOrg;Bahnhofstrasse;5;8570;Weinfelden;TG;CH;Bahnhofstrasse 5 Weinfelden;725490.5;269866.71875;9.106364250183105;47.5675048828125
7601002128773;Avanti, Centro Ticinese di chirurgia;ambulatoriale SA;GrpPra;via Senago;42;6912;Pazzallo;TI;CH;via Senago 42 Pazzallo;715722.75;93466.7890625;8.931962013244629;45.98284912109375
7601001379763;DROPA Apotheke & Post Hottingen;Hottinger-Apotheke & Post GmbH;Pharm;Freiestrasse;55;8032;Zürich;ZH;CH;Freiestrasse 55 Zürich;684375.5;247147.90625;8.555752754211426;47.36976623535156
7601002139045;Spitex Horw;;Spitex;Kantonsstrasse;67;6048;Horw;LU;CH;Kantonsstrasse 67 Horw;666356.8125;208048.6875;8.311453819274902;47.020164489746094
7601002128780;RehaClinic Glarus;;Hosp;Burgstrasse;99;8750;Glarus;GL;CH;Burgstrasse 99 Glarus;723553.25;211764.296875;9.06462287902832;47.04539108276367
7601002128797;Alters- und Pflegeheim Rosengarten;;NursHom;Laufenbachstrasse;21;8625;Gossau ZH;ZH;CH;Laufenbachstrasse 21 Gossau ZH;699791.25;240341.515625;8.758302688598633;47.30640411376953
7601001379770;Coop Vitality Apotheke Muri Muripark;Coop Vitality AG;Pharm;Seetalstrasse;1;5630;Muri AG;AG;CH;Seetalstrasse 1 Muri AG;668303.0625;236217.046875;8.341312408447266;47.273319244384766
7601001379794;Coop Vitality Apotheke Lyss;Coop Vitality AG;Pharm;Beundengasse;2;3250;Lyss;BE;CH;Beundengasse 2 Lyss;589652.3125;213501.625;7.302395820617676;47.072452545166016
7601001379800;VWR International GmbH;;Whole;Grabenstrasse;1;8952;Schlieren;ZH;CH;Grabenstrasse 1 Schlieren;676406.875;250300.09375;8.450800895690918;47.39908981323242
7601001379817;VWR International Sàrl;;Whole;rue Neuve;7;1260;Nyon;VD;CH;rue Neuve 7 Nyon;507650.71875;137568.3125;6.2381744384765625;46.383113861083984
7601002535588;Universität Zürich;Zentrum für Reisemedizin;GrpPra;Hirschengraben;84;8001;Zürich;ZH;CH;Hirschengraben 84 Zürich;683583.5625;247832.4375;8.54539680480957;47.37602615356445
7601002128827;Medbase Diepoldsau;santémed Gesundheitszentren AG;GrpPra;Vordere Kirchstrasse;8;9444;Diepoldsau;SG;CH;Vordere Kirchstrasse 8 Diepoldsau;767254.125;250655.96875;9.653914451599121;47.38548278808594
7601002128834;Medbase Uzwil;santémed Gesundheitszentren AG;GrpPra;Bahnhofstrasse;82;9240;Uzwil;SG;CH;Bahnhofstrasse 82 Uzwil;727808.125;255405.265625;9.133004188537598;47.4370231628418
7601001379831;pharmacieplus dr c.repond SA;;Pharm;rue de Gruyères;35;1630;Bulle;FR;CH;rue de Gruyères 35 Bulle;570816.8125;162806.921875;7.057656288146973;46.61587905883789
